""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0914"	1286	3147	2363	1942	3478	4273	1318	"   352.69"	"   484.10"	"   432.98"	"   639.83"	"   631.70"	"   765.47"	"   371.53"	" 8.47"	" 8.92"	" 8.76"	" 9.32"	" 9.31"	" 9.58"	" 8.54"	"Tery_0914"	"gene920"	"CDS"	1447844	1448134	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: gvi:gsr3623 ferredoxin"	"InterPro:IPR001041,InterPro:IPR006057,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG50313.1"
"Tery_0915"	376	1003	962	573	946	2124	681	"   103.12"	"   154.29"	"   176.27"	"   188.78"	"   171.82"	"   380.50"	"   191.96"	" 6.70"	" 7.28"	" 7.47"	" 7.57"	" 7.43"	" 8.58"	" 7.59"	"Tery_0915"	"gene921"	"CDS"	1448619	1448921	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: cyb:CYB_1598 ferredoxin%2C 2Fe-2S"	"InterPro:IPR001041,InterPro:IPR006057,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG50314.1"
"Tery_0916"	1578	4086	3902	1809	5207	3881	2621	"   432.77"	"   628.55"	"   714.97"	"   596.01"	"   945.74"	"   695.25"	"   738.82"	" 8.76"	" 9.30"	" 9.48"	" 9.22"	" 9.89"	" 9.44"	" 9.53"	"Tery_0916"	"gene922"	"CDS"	1449238	1449534	"+"	"CP000393.1"	"ferredoxin (2Fe-2S)"	"TIGRFAM: ferredoxin [2Fe-2S]~PFAM: ferredoxin~KEGG: gvi:gsr3623 ferredoxin"	"InterPro:IPR001041,InterPro:IPR006057,InterPro:IPR006058,InterPro:IPR010241,NCBI_GP:ABG50315.1"
"Tery_0918"	169	277	249	127	202	324	165	"    46.35"	"    42.61"	"    45.62"	"    41.84"	"    36.69"	"    58.04"	"    46.51"	" 5.57"	" 5.45"	" 5.54"	" 5.42"	" 5.24"	" 5.88"	" 5.57"	"Tery_0918"	"gene924"	"CDS"	1450074	1451684	"-"	"CP000393.1"	"SpoIID/LytB domain"	"TIGRFAM: SpoIID/LytB domain~PFAM: Stage II sporulation D~KEGG: ana:alr4147 amidase enhancer"	"InterPro:IPR000408,InterPro:IPR013486,InterPro:IPR013693,NCBI_GP:ABG50316.1"
"Tery_0919"	405	674	649	316	606	450	376	"   111.07"	"   103.68"	"   118.92"	"   104.11"	"   110.07"	"    80.61"	"   105.99"	" 6.81"	" 6.71"	" 6.91"	" 6.72"	" 6.80"	" 6.35"	" 6.74"	"Tery_0919"	"gene925"	"CDS"	1453015	1453713	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all4144 hypothetical protein"	"InterPro:IPR000005,NCBI_GP:ABG50317.1"
"Tery_0920"	799	1335	1150	637	1145	999	631	"   219.13"	"   205.36"	"   210.72"	"   209.87"	"   207.96"	"   178.96"	"   177.87"	" 7.78"	" 7.69"	" 7.73"	" 7.72"	" 7.71"	" 7.49"	" 7.48"	"Tery_0920"	"gene926"	"CDS"	1454098	1454445	"+"	"CP000393.1"	"anti-sigma-factor antagonist"	"TIGRFAM: anti-anti-sigma factor~PFAM: Sulfate transporter/antisigma-factor antagonist STAS~KEGG: ava:Ava_3722 anti-sigma-factor antagonist (STAS) domain protein"	"InterPro:IPR002645,InterPro:IPR003658,NCBI_GP:ABG50318.1"
"Tery_0921"	613	1265	1197	505	1221	685	676	"   168.12"	"   194.59"	"   219.33"	"   166.38"	"   221.77"	"   122.71"	"   190.55"	" 7.40"	" 7.61"	" 7.78"	" 7.39"	" 7.80"	" 6.95"	" 7.58"	"Tery_0921"	"gene927"	"CDS"	1455460	1456596	"-"	"CP000393.1"	"response regulator receiver modulated serine phosphatase"	"PFAM: response regulator receiveR Stage II sporulation E~SMART: Protein phosphatase 2C-like~KEGG: ana:alr1086 two-component response regulator"	"InterPro:IPR001789,InterPro:IPR001932,InterPro:IPR010822,NCBI_GP:ABG50319.1"
"Tery_0922"	362	485	477	215	482	260	251	"    99.28"	"    74.61"	"    87.40"	"    70.84"	"    87.54"	"    46.58"	"    70.75"	" 6.65"	" 6.24"	" 6.47"	" 6.17"	" 6.47"	" 5.57"	" 6.16"	"Tery_0922"	"gene928"	"CDS"	1456763	1457209	"+"	"CP000393.1"	"putative anti-sigma regulatory factor%2C serine/threonine protein kinase"	"KEGG: cya:CYA_1989 sensor histidine kinase"	"NCBI_GP:ABG50320.1"
"Tery_0923"	78	155	163	92	183	85	111	"    21.39"	"    23.84"	"    29.87"	"    30.31"	"    33.24"	"    15.23"	"    31.29"	" 4.48"	" 4.63"	" 4.95"	" 4.97"	" 5.10"	" 4.02"	" 5.01"	"Tery_0923"	"gene929"	"CDS"	1457516	1457776	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50321.1"
"Tery_0925"	184	327	247	156	281	161	152	"    50.46"	"    50.30"	"    45.26"	"    51.40"	"    51.04"	"    28.84"	"    42.85"	" 5.69"	" 5.68"	" 5.53"	" 5.71"	" 5.70"	" 4.90"	" 5.45"	"Tery_0925"	"gene931"	"CDS"	1458463	1458756	"+"	"CP000393.1"	"transposase"	"PFAM: transposase~KEGG: syn:sll0431 putative transposase gene of IS630 family insertion sequence ISY100h"	"InterPro:IPR002622,NCBI_GP:ABG50322.1"
"Tery_0927"	5	13	9	5	12	6	12	"     1.37"	"     2.00"	"     1.65"	"     1.65"	"     2.18"	"     1.07"	"     3.38"	" 1.25"	" 1.58"	" 1.41"	" 1.40"	" 1.67"	" 1.05"	" 2.13"	"Tery_0927"	"gene933"	"CDS"	1460342	1460470	"-"	"CP000393.1"	"transposase family protein"	"KEGG: ava:Ava_C0087 transposase family protein"	"NCBI_GP:ABG50323.1"
"Tery_0929"	1454	2618	2065	1211	2301	2011	1485	"   398.76"	"   402.72"	"   378.37"	"   398.99"	"   417.93"	"   360.25"	"   418.60"	" 8.64"	" 8.66"	" 8.57"	" 8.64"	" 8.71"	" 8.50"	" 8.71"	"Tery_0929"	"gene935"	"CDS"	1461792	1464824	"-"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: PBS lyase HEAT-like repeat~KEGG: ava:Ava_2039 hypothetical protein"	"InterPro:IPR004155,NCBI_GP:ABG50324.1"
"Tery_0930"	1435	2445	2199	1398	2797	1768	1248	"   393.55"	"   376.11"	"   402.93"	"   460.60"	"   508.01"	"   316.72"	"   351.79"	" 8.62"	" 8.56"	" 8.66"	" 8.85"	" 8.99"	" 8.31"	" 8.46"	"Tery_0930"	"gene936"	"CDS"	1466317	1466853	"-"	"CP000393.1"	"bacterial translation initiation factor 3 (bIF-3)"	"TIGRFAM: translation initiation factor IF-3~PFAM: initiation factor 3~KEGG: ava:Ava_2038 translation initiation factor IF-3"	"InterPro:IPR001288,NCBI_GP:ABG50325.1"
"Tery_0931"	617	755	826	446	970	524	622	"   169.21"	"   116.14"	"   151.35"	"   146.94"	"   176.18"	"    93.87"	"   175.33"	" 7.41"	" 6.87"	" 7.25"	" 7.21"	" 7.47"	" 6.57"	" 7.46"	"Tery_0931"	"gene937"	"CDS"	1467224	1468048	"+"	"CP000393.1"	"alpha/beta hydrolase fold"	"PFAM: alpha/beta hydrolase fold~KEGG: ana:alr4625 hypothetical protein"	"InterPro:IPR000073,InterPro:IPR000379,InterPro:IPR003089,NCBI_GP:ABG50326.1"
"Tery_0932"	12	24	27	15	23	7	19	"     3.29"	"     3.69"	"     4.95"	"     4.94"	"     4.18"	"     1.25"	"     5.36"	" 2.10"	" 2.23"	" 2.57"	" 2.57"	" 2.37"	" 1.17"	" 2.67"	"Tery_0932"	"gene938"	"CDS"	1468297	1468482	"-"	"CP000393.1"	"D-alanyl-D-alanine carboxypeptidase"	"KEGG: syn:sll0777 D-alanyl-D-alanine carboxypeptidase"	"NCBI_GP:ABG50327.1"
"Tery_0935"	19	25	22	10	24	14	12	"     5.21"	"     3.85"	"     4.03"	"     3.29"	"     4.36"	"     2.51"	"     3.38"	" 2.63"	" 2.28"	" 2.33"	" 2.10"	" 2.42"	" 1.81"	" 2.13"	"Tery_0935"	"gene941"	"CDS"	1470233	1470976	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_A0008 hypothetical protein"	"NCBI_GP:ABG50329.1"
"Tery_0936"	5	1	4	1	2	2	1	"     1.37"	"     0.15"	"     0.73"	"     0.33"	"     0.36"	"     0.36"	"     0.28"	" 1.25"	" 0.21"	" 0.79"	" 0.41"	" 0.45"	" 0.44"	" 0.36"	"Tery_0936"	"gene942"	"CDS"	1470979	1471278	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: bja:bll3563 hypothetical protein"	"NCBI_GP:ABG50330.1"
"Tery_0937"	144	157	162	91	166	120	94	"    39.49"	"    24.15"	"    29.68"	"    29.98"	"    30.15"	"    21.50"	"    26.50"	" 5.34"	" 4.65"	" 4.94"	" 4.95"	" 4.96"	" 4.49"	" 4.78"	"Tery_0937"	"gene943"	"CDS"	1471755	1473455	"-"	"CP000393.1"	"WD-repeat protein"	"KEGG: ana:alr7129 WD-repeat protein"	"InterPro:IPR000767,NCBI_GP:ABG50331.1"
"Tery_0938"	410	595	494	283	504	470	273	"   112.44"	"    91.53"	"    90.52"	"    93.24"	"    91.54"	"    84.20"	"    76.95"	" 6.83"	" 6.53"	" 6.52"	" 6.56"	" 6.53"	" 6.41"	" 6.28"	"Tery_0938"	"gene944"	"CDS"	1474632	1477691	"-"	"CP000393.1"	"protein of unknown function UPF0182"	"PFAM: protein of unknown function UPF0182~KEGG: ava:Ava_3693 hypothetical protein"	"InterPro:IPR005372,NCBI_GP:ABG50332.1"
"Tery_0941"	0	13	4	8	14	8	7	"     0.00"	"     2.00"	"     0.73"	"     2.64"	"     2.54"	"     1.43"	"     1.97"	" 0.00"	" 1.58"	" 0.79"	" 1.86"	" 1.82"	" 1.28"	" 1.57"	"Tery_0941"	"gene947"	"CDS"	1481922	1482455	"+"	"CP000393.1"	"transposase"	"KEGG: ana:alr4628 transposase"	"NCBI_GP:ABG50334.1"
"Tery_0942"	151	295	226	130	282	176	147	"    41.41"	"    45.38"	"    41.41"	"    42.83"	"    51.22"	"    31.53"	"    41.44"	" 5.41"	" 5.54"	" 5.41"	" 5.45"	" 5.71"	" 5.02"	" 5.41"	"Tery_0942"	"gene948"	"CDS"	1482519	1483148	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: vvy:VV0549 hypothetical protein"	"NCBI_GP:ABG50335.1"
"Tery_0943"	417	731	535	495	739	781	400	"   114.36"	"   112.45"	"    98.03"	"   163.09"	"   134.22"	"   139.91"	"   112.75"	" 6.85"	" 6.83"	" 6.63"	" 7.36"	" 7.08"	" 7.14"	" 6.83"	"Tery_0943"	"gene949"	"CDS"	1483210	1487364	"+"	"CP000393.1"	"multi-sensor hybrid histidine kinase"	"KEGG: ava:Ava_1029 multi-sensor hybrid histidine kinase~TIGRFAM: PAS sensor protein~PFAM: response regulator receiveR ATP-binding region%2C ATPase-like histidine kinase%2C HAMP region histidine kinase A-like Hpt  PAS fold-3  PAS fold-4  PAS fold~SMART: PAS  PAC motif"	"InterPro:IPR000014,InterPro:IPR000700,InterPro:IPR001610,InterPro:IPR001789,InterPro:IPR003594,InterPro:IPR003660,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR008207,InterPro:IPR013655,InterPro:IPR013656,InterPro:IPR013767,NCBI_GP:ABG50336.1"
"Tery_0944"	187	275	299	135	237	234	192	"    51.28"	"    42.30"	"    54.79"	"    44.48"	"    43.05"	"    41.92"	"    54.12"	" 5.71"	" 5.44"	" 5.80"	" 5.51"	" 5.46"	" 5.42"	" 5.78"	"Tery_0944"	"gene950"	"CDS"	1488276	1489448	"-"	"CP000393.1"	"aminotransferase"	"PFAM: aminotransferase%2C class I and II~KEGG: ava:Ava_0159 aspartate aminotransferase"	"InterPro:IPR001917,InterPro:IPR004839,NCBI_GP:ABG50337.1"
"Tery_0945"	2239	5284	4593	1877	3997	3538	3396	"   614.05"	"   812.83"	"   841.58"	"   618.41"	"   725.97"	"   633.80"	"   957.28"	" 9.26"	" 9.67"	" 9.72"	" 9.27"	" 9.51"	" 9.31"	" 9.90"	"Tery_0945"	"gene951"	"CDS"	1491215	1491544	"-"	"CP000393.1"	"Thioredoxin domain"	"PFAM: Thioredoxin domain~KEGG: ava:Ava_0160 thioredoxin-related"	"InterPro:IPR006662,InterPro:IPR006663,InterPro:IPR013766,NCBI_GP:ABG50338.1"
"Tery_0948"	5254	12053	9509	3714	5188	16945	6473	"  1440.91"	"  1854.10"	"  1742.35"	"  1223.64"	"   942.29"	"  3035.54"	"  1824.65"	"10.49"	"10.86"	"10.77"	"10.26"	" 9.88"	"11.57"	"10.83"	"Tery_0948"	"gene954"	"CDS"	1494752	1495789	"+"	"CP000393.1"	"D-fructose 1%2C6-bisphosphatase / sedoheptulose 1%2C7-bisphosphatase"	"TIGRFAM: fructose-1%2C6-bisphosphatase%2C class II~PFAM: GlpX~KEGG: syn:slr2094 fructose-1%2C6-/sedoheptulose-1%2C7-bisphosphatase%2C GlpX protein"	"InterPro:IPR004464,NCBI_GP:ABG50339.1"
"Tery_0949"	1088	2838	1977	802	1538	2613	1293	"   298.38"	"   436.57"	"   362.25"	"   264.23"	"   279.34"	"   468.10"	"   364.48"	" 8.23"	" 8.77"	" 8.50"	" 8.05"	" 8.13"	" 8.87"	" 8.51"	"Tery_0949"	"gene955"	"CDS"	1496538	1497833	"+"	"CP000393.1"	"glutamyl-tRNA reductase"	"PFAM: glutamyl-tRNA reductase  Shikimate/quinate 5-dehydrogenase~KEGG: ava:Ava_3699 glutamyl-tRNA reductase"	"InterPro:IPR000343,InterPro:IPR006151,NCBI_GP:ABG50340.1"
"Tery_0950"	199	388	353	104	278	314	189	"    54.58"	"    59.69"	"    64.68"	"    34.26"	"    50.49"	"    56.25"	"    53.28"	" 5.80"	" 5.92"	" 6.04"	" 5.14"	" 5.69"	" 5.84"	" 5.76"	"Tery_0950"	"gene956"	"CDS"	1498060	1499565	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: afu:AF2345m predicted DNA methylase containing a Zn-ribbon module"	"InterPro:IPR000051,InterPro:IPR001091,InterPro:IPR002295,NCBI_GP:ABG50341.1"
"Tery_0952"	28	52	49	25	38	34	22	"     7.68"	"     8.00"	"     8.98"	"     8.24"	"     6.90"	"     6.09"	"     6.20"	" 3.12"	" 3.17"	" 3.32"	" 3.21"	" 2.98"	" 2.83"	" 2.85"	"Tery_0952"	"gene958"	"CDS"	1501447	1501731	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG50342.1"
"Tery_0953"	480	882	733	528	989	641	483	"   131.64"	"   135.68"	"   134.31"	"   173.96"	"   179.63"	"   114.83"	"   136.15"	" 7.05"	" 7.09"	" 7.08"	" 7.45"	" 7.50"	" 6.86"	" 7.10"	"Tery_0953"	"gene959"	"CDS"	1502663	1503307	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1879 hypothetical protein"	"NCBI_GP:ABG50343.1"
"Tery_0954"	1050	1668	1226	1228	1734	2095	1063	"   287.96"	"   256.59"	"   224.64"	"   404.59"	"   314.94"	"   375.30"	"   299.64"	" 8.17"	" 8.01"	" 7.82"	" 8.66"	" 8.30"	" 8.56"	" 8.23"	"Tery_0954"	"gene960"	"CDS"	1503514	1504245	"-"	"CP000393.1"	"two component transcriptional regulator%2C winged helix family"	"PFAM: response regulator receiveR transcriptional regulatory protein-like~KEGG: syf:Synpcc7942_1453 two component transcriptional regulator%2C winged helix family"	"InterPro:IPR001789,InterPro:IPR001867,NCBI_GP:ABG50344.1"
"Tery_0956"	77	134	104	74	165	136	73	"    21.12"	"    20.61"	"    19.06"	"    24.38"	"    29.97"	"    24.36"	"    20.58"	" 4.47"	" 4.43"	" 4.33"	" 4.67"	" 4.95"	" 4.66"	" 4.43"	"Tery_0956"	"gene962"	"CDS"	1505693	1507246	"+"	"CP000393.1"	"DNA repair protein RadA"	"TIGRFAM: DNA repair protein RadA~SMART: ATPase~KEGG: ana:alr3823 DNA repair protein"	"InterPro:IPR001553,InterPro:IPR001984,InterPro:IPR003593,InterPro:IPR004504,NCBI_GP:ABG50345.1"
"Tery_0957"	315	404	321	342	431	483	216	"    86.39"	"    62.15"	"    58.82"	"   112.68"	"    78.28"	"    86.53"	"    60.89"	" 6.45"	" 5.98"	" 5.90"	" 6.83"	" 6.31"	" 6.45"	" 5.95"	"Tery_0957"	"gene963"	"CDS"	1509381	1510454	"-"	"CP000393.1"	"dTDP-glucose 4%2C6-dehydratase"	"TIGRFAM: dTDP-glucose 4%2C6-dehydratase~PFAM: NAD-dependent epimerase/dehydratase 3-beta hydroxysteroid dehydrogenase/isomerase  polysaccharide biosynthesis protein CapD  dTDP-4-dehydrorhamnose reductase  Male sterility-like~KEGG: ava:Ava_2639 dTDP-glucose 4%2C6-dehydratase"	"InterPro:IPR001509,InterPro:IPR002225,InterPro:IPR003869,InterPro:IPR005888,InterPro:IPR005913,InterPro:IPR013120,NCBI_GP:ABG50346.1"
"Tery_0958"	164	274	184	164	271	264	114	"    44.98"	"    42.15"	"    33.71"	"    54.03"	"    49.22"	"    47.29"	"    32.13"	" 5.52"	" 5.43"	" 5.12"	" 5.78"	" 5.65"	" 5.59"	" 5.05"	"Tery_0958"	"gene964"	"CDS"	1511514	1513337	"+"	"CP000393.1"	"Putative enzyme of poly-gamma-glutamate biosynthesis (capsule formation)-like"	"KEGG: tel:tll1801 similar to poly-gamma-glutamic synthesis PgsA protein"	"NCBI_GP:ABG50347.1"
"Tery_0964"	1	6	5	0	7	5	1	"     0.27"	"     0.92"	"     0.92"	"     0.00"	"     1.27"	"     0.90"	"     0.28"	" 0.35"	" 0.94"	" 0.94"	" 0.00"	" 1.18"	" 0.92"	" 0.36"	"Tery_0964"	"gene970"	"CDS"	1518214	1518468	"-"	"CP000393.1"	"helicase domain protein"	"KEGG: pst:PSPTO0037 helicase domain protein"	"NCBI_GP:ABG50349.1"
"Tery_0966"	140	217	182	174	266	209	112	"    38.40"	"    33.38"	"    33.35"	"    57.33"	"    48.31"	"    37.44"	"    31.57"	" 5.30"	" 5.10"	" 5.10"	" 5.87"	" 5.62"	" 5.26"	" 5.03"	"Tery_0966"	"gene972"	"CDS"	1519889	1521130	"+"	"CP000393.1"	"peptidase M16-like"	"PFAM: peptidase M16-like~KEGG: ana:alr2744 processing protease"	"InterPro:IPR007863,InterPro:IPR011765,NCBI_GP:ABG50350.1"
"Tery_0968"	1064	1885	1754	1184	2661	1584	1063	"   291.80"	"   289.97"	"   321.39"	"   390.09"	"   483.31"	"   283.76"	"   299.64"	" 8.19"	" 8.18"	" 8.33"	" 8.61"	" 8.92"	" 8.15"	" 8.23"	"Tery_0968"	"gene974"	"CDS"	1522901	1523875	"+"	"CP000393.1"	"acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha"	"KEGG: ana:alr5285 acetyl-CoA carboxylase alpha subunit~TIGRFAM: acetyl-CoA carboxylase%2C carboxyl transferase%2C alpha subunit~PFAM: acetyl-CoA carboxylase%2C alpha subunit"	"InterPro:IPR001095,InterPro:IPR011763,NCBI_GP:ABG50351.1"
"Tery_0969"	756	1465	1219	615	1364	1307	837	"   207.33"	"   225.36"	"   223.36"	"   202.62"	"   247.74"	"   234.14"	"   235.94"	" 7.70"	" 7.82"	" 7.81"	" 7.67"	" 7.96"	" 7.88"	" 7.89"	"Tery_0969"	"gene975"	"CDS"	1525249	1525980	"+"	"CP000393.1"	"GTP cyclohydrolase"	"PFAM: GTP cyclohydrolase I~KEGG: ana:alr5287 GTP cyclohydrolase I"	"InterPro:IPR001474,NCBI_GP:ABG50352.1"
"Tery_0970"	214	329	286	158	278	368	162	"    58.69"	"    50.61"	"    52.40"	"    52.06"	"    50.49"	"    65.92"	"    45.67"	" 5.90"	" 5.69"	" 5.74"	" 5.73"	" 5.69"	" 6.06"	" 5.54"	"Tery_0970"	"gene976"	"CDS"	1527065	1528504	"+"	"CP000393.1"	"Phosphoglucomutase"	"PFAM: phosphoglucomutase/phosphomannomutase C terminal  phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II  phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III~KEGG: ava:Ava_2367 phosphoglucomutase/phosphomannomutase"	"InterPro:IPR005841,InterPro:IPR005843,InterPro:IPR005844,InterPro:IPR005845,InterPro:IPR005846,NCBI_GP:ABG50353.1"
"Tery_0972"	383	492	392	141	223	304	138	"   105.04"	"    75.68"	"    71.83"	"    46.45"	"    40.50"	"    54.46"	"    38.90"	" 6.73"	" 6.26"	" 6.19"	" 5.57"	" 5.38"	" 5.79"	" 5.32"	"Tery_0972"	"gene978"	"CDS"	1531676	1533391	"+"	"CP000393.1"	"histidine kinase"	"PFAM: histidine kinase A-like~KEGG: ana:alr2572 two-component sensor histidine kinase"	"InterPro:IPR003661,InterPro:IPR005467,NCBI_GP:ABG50354.1"
"Tery_0974"	47	83	45	33	85	70	41	"    12.89"	"    12.77"	"     8.25"	"    10.87"	"    15.44"	"    12.54"	"    11.56"	" 3.80"	" 3.78"	" 3.21"	" 3.57"	" 4.04"	" 3.76"	" 3.65"	"Tery_0974"	"gene980"	"CDS"	1534516	1535817	"-"	"CP000393.1"	"carbohydrate kinase%2C FGGY"	"PFAM: carbohydrate kinase%2C FGGY~KEGG: ava:Ava_2006 carbohydrate kinase%2C FGGY"	"InterPro:IPR000577,NCBI_GP:ABG50355.1"
"Tery_0975"	15	20	17	9	8	22	20	"     4.11"	"     3.08"	"     3.11"	"     2.97"	"     1.45"	"     3.94"	"     5.64"	" 2.35"	" 2.03"	" 2.04"	" 1.99"	" 1.29"	" 2.30"	" 2.73"	"Tery_0975"	"gene981"	"CDS"	1536955	1538265	"+"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat~SMART: Tetratricopeptide region~KEGG: ava:Ava_B0009 serine/threonine protein kinase with TPR repeats"	"InterPro:IPR001440,InterPro:IPR013026,NCBI_GP:ABG50356.1"
"Tery_0976"	18	31	24	25	42	34	28	"     4.94"	"     4.77"	"     4.40"	"     8.24"	"     7.63"	"     6.09"	"     7.89"	" 2.57"	" 2.53"	" 2.43"	" 3.21"	" 3.11"	" 2.83"	" 3.15"	"Tery_0976"	"gene982"	"CDS"	1538888	1539967	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr7233 unknown protein"	"NCBI_GP:ABG50357.1"
"Tery_0977"	121	177	151	123	152	142	83	"    33.18"	"    27.23"	"    27.67"	"    40.52"	"    27.61"	"    25.44"	"    23.40"	" 5.10"	" 4.82"	" 4.84"	" 5.38"	" 4.84"	" 4.72"	" 4.61"	"Tery_0977"	"gene983"	"CDS"	1540186	1543833	"+"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_4  Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: gvi:glr1061 similar to kinesin light chain"	"InterPro:IPR001440,InterPro:IPR002151,InterPro:IPR011716,InterPro:IPR011717,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50358.1"
"Tery_0978"	248	361	276	135	248	332	215	"    68.01"	"    55.53"	"    50.57"	"    44.48"	"    45.04"	"    59.47"	"    60.61"	" 6.11"	" 5.82"	" 5.69"	" 5.51"	" 5.52"	" 5.92"	" 5.94"	"Tery_0978"	"gene984"	"CDS"	1543881	1544885	"-"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: HEAT domain containing protein PBS lyase HEAT-like repeat~KEGG: gvi:gll1255 bilin biosynthesis protein MpeU homolog"	"InterPro:IPR000357,InterPro:IPR004155,NCBI_GP:ABG50359.1"
"Tery_0979"	285	461	350	302	414	589	242	"    78.16"	"    70.92"	"    64.13"	"    99.50"	"    75.19"	"   105.51"	"    68.22"	" 6.31"	" 6.17"	" 6.03"	" 6.65"	" 6.25"	" 6.73"	" 6.11"	"Tery_0979"	"gene985"	"CDS"	1545005	1545634	"-"	"CP000393.1"	"protein of unknown function DUF1001"	"PFAM: protein of unknown function DUF1001~KEGG: gvi:glr1193 CpeT protein"	"InterPro:IPR010404,NCBI_GP:ABG50360.1"
"Tery_0980"	216	480	462	193	415	450	275	"    59.24"	"    73.84"	"    84.65"	"    63.59"	"    75.38"	"    80.61"	"    77.52"	" 5.91"	" 6.23"	" 6.42"	" 6.01"	" 6.26"	" 6.35"	" 6.29"	"Tery_0980"	"gene986"	"CDS"	1545701	1546360	"-"	"CP000393.1"	"PBS lyase HEAT-like repeat"	"PFAM: HEAT domain containing protein PBS lyase HEAT-like repeat~KEGG: gvi:gll1187 putative phycoerythrin lyase subunit"	"InterPro:IPR000357,InterPro:IPR004155,NCBI_GP:ABG50361.1"
"Tery_0982"	425	1027	820	315	991	774	584	"   116.56"	"   157.98"	"   150.25"	"   103.78"	"   179.99"	"   138.66"	"   164.62"	" 6.88"	" 7.31"	" 7.24"	" 6.71"	" 7.50"	" 7.13"	" 7.37"	"Tery_0982"	"gene988"	"CDS"	1547067	1547372	"-"	"CP000393.1"	"Ankyrin"	"PFAM: Ankyrin~KEGG: ani:AN8767.2 hypothetical protein"	"InterPro:IPR002110,NCBI_GP:ABG50362.1"
"Tery_0983"	33932	86216	60076	21045	52921	69574	34293	"  9305.85"	" 13262.52"	" 11007.85"	"  6933.64"	"  9611.94"	" 12463.55"	"  9666.70"	"13.18"	"13.70"	"13.43"	"12.76"	"13.23"	"13.61"	"13.24"	"Tery_0983"	"gene989"	"CDS"	1547518	1548006	"-"	"CP000393.1"	"Phycobilisome protein"	"PFAM: Phycobilisome protein~KEGG: syd:Syncc9605_0434 C-phycoerythrin class II alpha chain"	"InterPro:IPR001659,NCBI_GP:ABG50363.1"
"Tery_0984"	11481	29501	23918	8768	13588	39907	14659	"  3148.66"	"  4538.11"	"  4382.54"	"  2888.77"	"  2467.96"	"  7148.98"	"  4132.16"	"11.62"	"12.15"	"12.10"	"11.50"	"11.27"	"12.80"	"12.01"	"Tery_0984"	"gene990"	"CDS"	1548092	1548631	"-"	"CP000393.1"	"Phycobilisome protein"	"PFAM: Phycobilisome protein~KEGG: syd:Syncc9605_0435 C-phycoerythrin class II beta chain"	"InterPro:IPR001659,NCBI_GP:ABG50364.1"
