""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"LFe_d5_rep3_RAW"	"LFe_d7_rep1_RAW"	"LFe_d7_rep2_RAW"	"LFe_d7_rep3_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"MFe_d5_rep3_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"LFe_d5_rep3_CPM"	"LFe_d7_rep1_CPM"	"LFe_d7_rep2_CPM"	"LFe_d7_rep3_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"MFe_d5_rep3_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"LFe_d5_rep3_logCPM"	"LFe_d7_rep1_logCPM"	"LFe_d7_rep2_logCPM"	"LFe_d7_rep3_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"MFe_d5_rep3_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_1383"	210.777921331736	191.976552020074	250.826963025222	208.331618261574	0.375009501961602	0.13532250636338	2.7712278765706	0.00558453291931415	0.0441057413273927	216	308	255	112	222	205	246	276	149	231	219	164	"    59.85"	"    48.19"	"    47.39"	"    37.53"	"    37.86"	"    37.79"	"    46.85"	"    39.69"	"    38.92"	"    42.06"	"    40.27"	"    46.80"	" 5.93"	" 5.62"	" 5.60"	" 5.27"	" 5.28"	" 5.28"	" 5.58"	" 5.35"	" 5.32"	" 5.43"	" 5.37"	" 5.58"	"Tery_1383"	"gene1390"	"CDS"	2117278	2119272	"-"	"CP000393.1"	"Amine oxidase (copper-containing)"	"PFAM: copper amine oxidase~KEGG: ava:Ava_3451 copper amine oxidase"	"InterPro:IPR000269,NCBI_GP:ABG50690.1"
"Tery_0496"	309.629543341027	350.208091878308	266.349002749386	271.752986858109	-0.399700467582173	0.144453640416018	-2.76698092502937	0.00565780654913846	0.044596828093209	201	327	313	213	408	358	431	592	234	330	331	167	"    55.69"	"    51.17"	"    58.16"	"    71.37"	"    69.59"	"    65.99"	"    82.09"	"    85.13"	"    61.12"	"    60.08"	"    60.87"	"    47.65"	" 5.83"	" 5.71"	" 5.89"	" 6.18"	" 6.14"	" 6.07"	" 6.38"	" 6.43"	" 5.96"	" 5.93"	" 5.95"	" 5.60"	"Tery_0496"	"gene500"	"CDS"	796283	797596	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: syn:sll1247 hypothetical protein"	"NCBI_GP:ABG49952.1"
"Tery_2481"	511.617381895723	570.873694329167	378.658579300168	526.06355962439	-0.592016684984219	0.214144729791861	-2.76456341260246	0.00569990272026413	0.0448407219872051	287	509	406	450	833	665	459	889	300	554	733	318	"    79.52"	"    79.65"	"    75.45"	"   150.78"	"   142.07"	"   122.58"	"    87.42"	"   127.84"	"    78.35"	"   100.86"	"   134.79"	"    90.74"	" 6.33"	" 6.33"	" 6.26"	" 7.25"	" 7.16"	" 6.95"	" 6.47"	" 7.01"	" 6.31"	" 6.67"	" 7.09"	" 6.52"	"Tery_2481"	"gene2503"	"CDS"	3819627	3823592	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat~SMART: Tetratricopeptide region~KEGG: ana:alr0963 unknown protein"	"InterPro:IPR001440,InterPro:IPR013026,NCBI_GP:ABG51689.1"
"Tery_3437"	331.352696938214	379.152174145778	275.837623793225	291.268815668074	-0.46152252848984	0.167015696264344	-2.76334822901535	0.00572116923188369	0.0449201177972118	204	364	309	220	429	406	436	665	271	408	345	151	"    56.52"	"    56.96"	"    57.42"	"    73.71"	"    73.17"	"    74.84"	"    83.04"	"    95.63"	"    70.78"	"    74.28"	"    63.44"	"    43.09"	" 5.85"	" 5.86"	" 5.87"	" 6.22"	" 6.21"	" 6.24"	" 6.39"	" 6.59"	" 6.17"	" 6.23"	" 6.01"	" 5.46"	"Tery_3437"	"gene3466"	"CDS"	5256465	5256788	"-"	"CP000393.1"	"thioredoxin"	"TIGRFAM: thioredoxin~PFAM: Thioredoxin domain~KEGG: ava:Ava_3763 thioredoxin"	"InterPro:IPR005746,InterPro:IPR006662,InterPro:IPR006663,InterPro:IPR013766,NCBI_GP:ABG52530.1"
"Tery_4387"	1029.65615833886	897.329653277416	1221.26000561327	1102.70532118733	0.445998657628066	0.161441606531571	2.76260046719028	0.00573429109382058	0.044935380501284	770	1784	1421	462	1171	1137	890	1047	883	1187	1237	841	"   213.35"	"   279.15"	"   264.06"	"   154.80"	"   199.72"	"   209.58"	"   169.51"	"   150.57"	"   230.62"	"   216.10"	"   227.47"	"   239.98"	" 7.74"	" 8.13"	" 8.05"	" 7.28"	" 7.65"	" 7.72"	" 7.41"	" 7.24"	" 7.86"	" 7.76"	" 7.84"	" 7.91"	"Tery_4387"	"gene4430"	"CDS"	6758620	6759363	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG53376.1"
"Tery_1627"	96.5385333926873	84.4327989860371	115.401946905062	101.886588693613	0.450317454190623	0.163135742601844	2.76038498374747	0.00577332828779473	0.0449701020983136	95	132	132	62	94	89	93	122	63	130	100	74	"    26.32"	"    20.65"	"    24.53"	"    20.77"	"    16.03"	"    16.40"	"    17.71"	"    17.54"	"    16.45"	"    23.67"	"    18.39"	"    21.12"	" 4.77"	" 4.44"	" 4.67"	" 4.44"	" 4.09"	" 4.12"	" 4.23"	" 4.21"	" 4.13"	" 4.62"	" 4.28"	" 4.47"	"Tery_1627"	"gene1636"	"CDS"	2486145	2488037	"-"	"CP000393.1"	"serine/threonine protein kinase with WD40 repeats"	"PFAM: protein kinase WD-40 repeat~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:alr3119 WD repeat protein with Ser/Thr protein kinase motif"	"InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR001680,InterPro:IPR002290,NCBI_GP:ABG50904.1"
"Tery_2703"	567.06705374209	502.825353637608	672.457906855734	590.159600837411	0.422045641090052	0.152925519892843	2.75981171347846	0.00578346835443486	0.0449701020983136	451	947	772	310	700	557	472	653	440	536	795	428	"   124.96"	"   148.18"	"   143.46"	"   103.87"	"   119.39"	"   102.67"	"    89.90"	"    93.91"	"   114.92"	"    97.58"	"   146.19"	"   122.13"	" 6.98"	" 7.22"	" 7.17"	" 6.71"	" 6.91"	" 6.70"	" 6.51"	" 6.57"	" 6.86"	" 6.62"	" 7.20"	" 6.94"	"Tery_2703"	"gene2724"	"CDS"	4181555	4182106	"-"	"CP000393.1"	"Redoxin"	"PFAM: alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen  Redoxin~KEGG: ava:Ava_0485 alkyl hydroperoxide reductase/thiol specific antioxidant/Mal allergen"	"InterPro:IPR000866,InterPro:IPR011594,InterPro:IPR013740,NCBI_GP:ABG51892.1"
"Tery_4393"	350.119314390256	384.121760608874	306.534618472723	325.699117870554	-0.327322768962321	0.118559608783279	-2.76082868627418	0.00576549103780729	0.0449701020983136	239	388	339	223	405	423	464	542	342	377	354	239	"    66.22"	"    60.71"	"    63.00"	"    74.72"	"    69.07"	"    77.97"	"    88.38"	"    77.94"	"    89.32"	"    68.64"	"    65.10"	"    68.20"	" 6.07"	" 5.95"	" 6.00"	" 6.24"	" 6.13"	" 6.30"	" 6.48"	" 6.30"	" 6.50"	" 6.12"	" 6.05"	" 6.11"	"Tery_4393"	"gene4436"	"CDS"	6767366	6769438	"+"	"CP000393.1"	"peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"PFAM: peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin~KEGG: rru:Rru_A1967 peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"InterPro:IPR000209,NCBI_GP:ABG53381.1"
"Tery_4486"	220.626363869155	251.923655657552	188.522227196678	190.135916964839	-0.417968912226643	0.151447622607797	-2.75982484920913	0.00578323582856139	0.0449701020983136	151	244	198	158	245	273	299	353	231	250	214	116	"    41.84"	"    38.18"	"    36.79"	"    52.94"	"    41.79"	"    50.32"	"    56.95"	"    50.76"	"    60.33"	"    45.51"	"    39.35"	"    33.10"	" 5.42"	" 5.29"	" 5.24"	" 5.75"	" 5.42"	" 5.68"	" 5.86"	" 5.69"	" 5.94"	" 5.54"	" 5.33"	" 5.09"	"Tery_4486"	"gene4529"	"CDS"	6926028	6926552	"-"	"CP000393.1"	"transferase hexapeptide repeat"	"KEGG: ava:Ava_3681 transferase hexapeptide repeat"	"InterPro:IPR001451,NCBI_GP:ABG53472.1"
"Tery_0956"	123.742958979866	135.731535728402	99.4647009875003	124.044063475158	-0.453244319261052	0.164283750220074	-2.7589114483562	0.00579942475445329	0.0449866242427654	77	134	104	74	144	165	159	197	116	171	136	73	"    21.33"	"    20.97"	"    19.33"	"    24.79"	"    24.56"	"    30.41"	"    30.28"	"    28.33"	"    30.30"	"    31.13"	"    25.01"	"    20.83"	" 4.48"	" 4.46"	" 4.35"	" 4.69"	" 4.68"	" 4.97"	" 4.97"	" 4.87"	" 4.97"	" 5.01"	" 4.70"	" 4.45"	"Tery_0956"	"gene962"	"CDS"	1505693	1507246	"+"	"CP000393.1"	"DNA repair protein RadA"	"TIGRFAM: DNA repair protein RadA~SMART: ATPase~KEGG: ana:alr3823 DNA repair protein"	"InterPro:IPR001553,InterPro:IPR001984,InterPro:IPR003593,InterPro:IPR004504,NCBI_GP:ABG50345.1"
"Tery_1881"	670.972763844545	475.019177752462	856.664463452088	877.188236421167	0.850680283370176	0.308392922546771	2.75842998063992	0.00580797462238687	0.0449866242427654	393	1290	1183	195	812	479	402	736	442	510	1296	744	"   108.89"	"   201.85"	"   219.84"	"    65.34"	"   138.49"	"    88.29"	"    76.57"	"   105.84"	"   115.44"	"    92.85"	"   238.32"	"   212.30"	" 6.78"	" 7.66"	" 7.79"	" 6.05"	" 7.12"	" 6.48"	" 6.28"	" 6.74"	" 6.86"	" 6.55"	" 7.90"	" 7.74"	"Tery_1881"	"gene1892"	"CDS"	2875914	2876111	"+"	"CP000393.1"	"LSU ribosomal protein L35P"	"PFAM: ribosomal protein L35~KEGG: ava:Ava_3447 50S ribosomal protein L35"	"InterPro:IPR001706,NCBI_GP:ABG51137.1"
"Tery_2224"	95.2035503802038	113.592783845074	76.8985710217719	76.7300628088952	-0.542284944966564	0.196704405013154	-2.75685206404147	0.00583607485841259	0.0450307503470607	48	109	93	72	121	138	140	123	102	105	71	54	"    13.30"	"    17.06"	"    17.28"	"    24.12"	"    20.64"	"    25.44"	"    26.67"	"    17.69"	"    26.64"	"    19.12"	"    13.06"	"    15.41"	" 3.84"	" 4.17"	" 4.19"	" 4.65"	" 4.44"	" 4.72"	" 4.79"	" 4.22"	" 4.79"	" 4.33"	" 3.81"	" 4.04"	"Tery_2224"	"gene2244"	"CDS"	3468868	3469581	"-"	"CP000393.1"	"peptidase M15D%2C vanX D-ala-D-ala dipeptidase"	"PFAM: peptidase M15D%2C vanX D-ala-D-ala dipeptidase~KEGG: ana:all4116 d-alanyl-d-alanine dipeptidase"	"InterPro:IPR000755,NCBI_GP:ABG51453.1"
"Tery_2435"	2564.09858711364	2380.95550031372	2867.59417770211	2626.88917012502	0.268776550823472	0.0974819675729627	2.75719250970493	0.00583000170323727	0.0450307503470607	1995	3775	3407	1490	3132	2653	2406	3441	1848	2683	3130	1978	"   552.77"	"   590.69"	"   633.12"	"   499.25"	"   534.17"	"   489.01"	"   458.26"	"   494.84"	"   482.66"	"   488.46"	"   575.58"	"   564.43"	" 9.11"	" 9.21"	" 9.31"	" 8.97"	" 9.06"	" 8.94"	" 8.84"	" 8.95"	" 8.92"	" 8.94"	" 9.17"	" 9.14"	"Tery_2435"	"gene2455"	"CDS"	3751594	3753021	"-"	"CP000393.1"	"diaminopimelate decarboxylase"	"TIGRFAM: diaminopimelate decarboxylase~PFAM: Orn/DAP/Arg decarboxylase 2~KEGG: ana:all2997 diaminopimelate decarboxylase"	"InterPro:IPR000183,InterPro:IPR002986,NCBI_GP:ABG51650.1"
"Tery_1993"	471.416200027571	534.349032251801	397.924589973576	419.042145633105	-0.426353286734426	0.154735599279266	-2.75536650079434	0.00586264237625637	0.0451490849665721	337	529	379	367	525	661	601	741	416	545	499	242	"    93.38"	"    82.77"	"    70.43"	"   122.97"	"    89.54"	"   121.84"	"   114.47"	"   106.56"	"   108.65"	"    99.22"	"    91.76"	"    69.06"	" 6.56"	" 6.39"	" 6.16"	" 6.95"	" 6.50"	" 6.94"	" 6.85"	" 6.75"	" 6.78"	" 6.65"	" 6.54"	" 6.13"	"Tery_1993"	"gene2005"	"CDS"	3108044	3108772	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr2207 hypothetical protein"	"NCBI_GP:ABG51244.1"
"Tery_2503"	931.780843634765	846.07701971253	1104.43478402995	930.534551084056	0.386337104429873	0.140263216241427	2.75437220664392	0.00588048498648307	0.0451999037201949	734	1598	1242	548	1067	1164	780	1088	635	1024	982	735	"   203.37"	"   250.04"	"   230.80"	"   183.62"	"   181.98"	"   214.55"	"   148.56"	"   156.46"	"   165.85"	"   186.43"	"   180.58"	"   209.73"	" 7.68"	" 7.97"	" 7.86"	" 7.53"	" 7.52"	" 7.75"	" 7.22"	" 7.30"	" 7.38"	" 7.55"	" 7.50"	" 7.72"	"Tery_2503"	"gene2525"	"CDS"	3863541	3864278	"-"	"CP000393.1"	"Carboxymethylenebutenolidase"	"PFAM: dienelactone hydrolase~KEGG: ava:Ava_4152 dienelactone hydrolase"	"InterPro:IPR002925,NCBI_GP:ABG51710.1"
"Tery_1696"	12.6003191304631	7.54854028158308	17.2548841967816	18.0493117619048	1.25008727092817	0.454157552125102	2.75254097411512	0.00591347459114331	0.0453667325503743	12	15	27	9	12	10	8	3	2	17	16	18	"     3.32"	"     2.35"	"     5.02"	"     3.02"	"     2.05"	"     1.84"	"     1.52"	"     0.43"	"     0.52"	"     3.09"	"     2.94"	"     5.14"	" 2.11"	" 1.74"	" 2.59"	" 2.01"	" 1.61"	" 1.51"	" 1.34"	" 0.52"	" 0.61"	" 2.03"	" 1.98"	" 2.62"	"Tery_1696"	"gene1706"	"CDS"	2579163	2579600	"-"	"CP000393.1"	"transposase%2C IS4 family"	"KEGG: ana:all2152 transposase"	"NCBI_GP:ABG50962.1"
"Tery_0372"	298.42461854467	337.727270525446	244.704038352502	273.539894775285	-0.461881859055354	0.167893529634556	-2.75104025783903	0.00594063420967923	0.0454882848055438	191	341	244	228	335	403	375	439	296	382	317	147	"    52.92"	"    53.36"	"    45.34"	"    76.40"	"    57.13"	"    74.28"	"    71.42"	"    63.13"	"    77.31"	"    69.55"	"    58.29"	"    41.95"	" 5.75"	" 5.76"	" 5.53"	" 6.27"	" 5.86"	" 6.23"	" 6.18"	" 6.00"	" 6.29"	" 6.14"	" 5.89"	" 5.42"	"Tery_0372"	"gene376"	"CDS"	572415	573554	"-"	"CP000393.1"	"S-layer region-like"	"KEGG: ava:Ava_3184 S-layer region-like"	"NCBI_GP:ABG49841.1"
"Tery_0599"	2998.92545457049	3396.0015482923	2371.45978366747	2832.23893802991	-0.518429676079186	0.188534368738979	-2.74978869660066	0.00596337058818811	0.0455029696423554	2266	2816	2159	2790	3392	3633	3698	4889	2411	3864	3027	1742	"   627.86"	"   440.63"	"   401.21"	"   934.84"	"   578.51"	"   669.65"	"   704.34"	"   703.07"	"   629.70"	"   703.47"	"   556.64"	"   497.08"	" 9.30"	" 8.79"	" 8.65"	" 9.87"	" 9.18"	" 9.39"	" 9.46"	" 9.46"	" 9.30"	" 9.46"	" 9.12"	" 8.96"	"Tery_0599"	"gene604"	"CDS"	963524	966562	"+"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Na-Ca exchanger/integrin-beta4 peptidase-like FG-GAP~KEGG: ava:Ava_0582 integrins alpha chain"	"InterPro:IPR003644,InterPro:IPR007280,InterPro:IPR013517,NCBI_GP:ABG50043.1"
"Tery_1014"	2163.07699223696	1825.74182689185	2628.86090848164	2371.96340668251	0.526281777511008	0.191415963302846	2.74941425171713	0.00597018813137877	0.0455029696423554	1446	3926	3301	929	2739	2282	1707	2361	1548	2225	3212	1665	"   400.65"	"   614.32"	"   613.43"	"   311.28"	"   467.14"	"   420.63"	"   325.12"	"   339.53"	"   404.31"	"   405.08"	"   590.66"	"   475.11"	" 8.65"	" 9.27"	" 9.26"	" 8.29"	" 8.87"	" 8.72"	" 8.35"	" 8.41"	" 8.66"	" 8.67"	" 9.21"	" 8.90"	"Tery_1014"	"gene1020"	"CDS"	1581744	1581953	"+"	"CP000393.1"	"photosystem I reaction centre subunit IV/PsaE"	"PFAM: photosystem I reaction centre subunit IV/PsaE~KEGG: ana:asr4319 photosystem I protein E"	"InterPro:IPR003375,NCBI_GP:ABG50391.1"
"Tery_1640"	985.740149282102	897.889272096345	1273.56382287469	873.618230061033	0.505704534704669	0.183954941832887	2.74906740566977	0.0059765094455631	0.0455029696423554	965	1700	1376	560	879	1151	940	992	935	1106	771	695	"   267.38"	"   266.01"	"   255.70"	"   187.64"	"   149.92"	"   212.16"	"   179.04"	"   142.66"	"   244.20"	"   201.36"	"   141.78"	"   198.32"	" 8.07"	" 8.06"	" 8.00"	" 7.56"	" 7.24"	" 7.74"	" 7.49"	" 7.17"	" 7.94"	" 7.66"	" 7.16"	" 7.64"	"Tery_1640"	"gene1649"	"CDS"	2502022	2502573	"+"	"CP000393.1"	"GCN5-related N-acetyltransferase"	"PFAM: GCN5-related N-acetyltransferase~KEGG: ava:Ava_1482 GCN5-related N-acetyltransferase"	"InterPro:IPR000182,NCBI_GP:ABG50914.1"
"Tery_3983"	651.979367896923	592.358091492866	720.955810919033	702.245477682928	0.285881946093774	0.104046748495166	2.74762979361203	0.00600277446309659	0.0456165469596376	524	966	809	389	737	730	580	805	456	739	829	520	"   145.19"	"   151.15"	"   150.34"	"   130.34"	"   125.70"	"   134.56"	"   110.47"	"   115.76"	"   119.10"	"   134.54"	"   152.45"	"   148.38"	" 7.19"	" 7.25"	" 7.24"	" 7.04"	" 6.99"	" 7.08"	" 6.80"	" 6.87"	" 6.91"	" 7.08"	" 7.26"	" 7.22"	"Tery_3983"	"gene4021"	"CDS"	6159015	6160403	"-"	"CP000393.1"	"Malate dehydrogenase (oxaloacetate decarboxylating)"	"PFAM: amino acid-binding ACT  malic enzyme-like malic enzyme%2C NAD-binding~KEGG: ana:alr4596 malic enzyme"	"InterPro:IPR000205,InterPro:IPR001891,InterPro:IPR002912,InterPro:IPR012301,InterPro:IPR012302,NCBI_GP:ABG53008.1"
"Tery_1793"	71.2579442635027	60.0561224943645	91.9801087275858	72.939423337696	0.614893405131217	0.224027844128629	2.74471866442711	0.00605627923423629	0.0459363066445847	74	118	97	45	91	57	48	93	42	61	108	50	"    20.50"	"    18.46"	"    18.03"	"    15.08"	"    15.52"	"    10.51"	"     9.14"	"    13.37"	"    10.97"	"    11.11"	"    19.86"	"    14.27"	" 4.43"	" 4.28"	" 4.25"	" 4.01"	" 4.05"	" 3.52"	" 3.34"	" 3.85"	" 3.58"	" 3.60"	" 4.38"	" 3.93"	"Tery_1793"	"gene1804"	"CDS"	2738086	2739255	"-"	"CP000393.1"	"FAD dependent oxidoreductase"	"PFAM: FAD dependent oxidoreductase~KEGG: ava:Ava_5037 FAD dependent oxidoreductase"	"InterPro:IPR000205,InterPro:IPR000583,InterPro:IPR006076,NCBI_GP:ABG51052.1"
"Tery_R0004"	486.499142538891	643.075971117476	307.473340084009	352.371287836602	-1.06360600356625	0.387709024718836	-2.74330989415984	0.00608232550124133	0.0460469840206971	188	401	407	202	366	426	1046	938	984	486	283	273	"    52.09"	"    62.75"	"    75.63"	"    67.68"	"    62.42"	"    78.52"	"   199.23"	"   134.89"	"   257.00"	"    88.48"	"    52.04"	"    77.90"	" 5.73"	" 5.99"	" 6.26"	" 6.10"	" 5.99"	" 6.31"	" 7.65"	" 7.09"	" 8.01"	" 6.48"	" 5.73"	" 6.30"	"Tery_R0004"	"gene270"	"tRNA"	412296	412368	"-"	"CP000393.1"	"tRNA-Trp"	NA	NA
"Tery_2987"	2024.92241408547	1491.28085440081	2488.56383393264	2628.56411360764	0.738796618087194	0.269938447787706	2.73690770670883	0.00620196901984836	0.046864502743967	1437	3502	3204	974	2794	1968	1006	2017	783	2225	3512	2027	"   398.16"	"   547.97"	"   595.40"	"   326.36"	"   476.52"	"   362.75"	"   191.61"	"   290.06"	"   204.50"	"   405.08"	"   645.83"	"   578.41"	" 8.64"	" 9.10"	" 9.22"	" 8.35"	" 8.90"	" 8.51"	" 7.59"	" 8.19"	" 7.68"	" 8.67"	" 9.34"	" 9.18"	"Tery_2987"	"gene3013"	"CDS"	4643190	4643540	"-"	"CP000393.1"	"LSU ribosomal protein L17P"	"PFAM: ribosomal protein L17~KEGG: syn:sll1819 50S ribosomal protein L17"	"InterPro:IPR000456,NCBI_GP:ABG52142.1"
"Tery_3961"	1301.36031721712	1136.21298095925	1516.44744351676	1416.56786343322	0.415778589893545	0.151952960329142	2.73623224577486	0.00621471475192209	0.0468727078850409	1141	1989	1680	727	1720	1227	1098	1704	744	1322	1847	1044	"   316.15"	"   311.23"	"   312.19"	"   243.59"	"   293.35"	"   226.17"	"   209.13"	"   245.05"	"   194.32"	"   240.68"	"   339.65"	"   297.91"	" 8.31"	" 8.29"	" 8.29"	" 7.93"	" 8.20"	" 7.83"	" 7.72"	" 7.94"	" 7.61"	" 7.92"	" 8.41"	" 8.22"	"Tery_3961"	"gene3999"	"CDS"	6122133	6124808	"-"	"CP000393.1"	"DNA gyrase subunit B"	"KEGG: syn:sll2005 DNA gyrase subunit B [Contains: Ssp gyrB intein]~TIGRFAM: Protein splicing (intein) site  DNA gyrase%2C B subunit~PFAM: DNA gyrase%2C subunit B-like ATP-binding region%2C ATPase-like TOPRIM domain containing protein DNA topoisomerase%2C type IIA%2C subunit B%2C region 2~SMART: DNA topoisomerase%2C type IIA%2C subunit B or-like Hedgehog/intein hint domain-like Hedgehog/intein hint-like"	"InterPro:IPR000565,InterPro:IPR001241,InterPro:IPR002288,InterPro:IPR003586,InterPro:IPR003587,InterPro:IPR003594,InterPro:IPR006141,InterPro:IPR006171,InterPro:IPR011557,InterPro:IPR011558,InterPro:IPR013506,NCBI_GP:ABG52986.1"
"Tery_2015"	13.9342366967844	9.30322196144747	20.4823874482104	16.6481154160322	1.20067878213826	0.43906156206907	2.73464790786987	0.00624470328242225	0.0470106876317181	9	20	38	9	14	15	5	6	6	20	13	15	"     2.49"	"     3.13"	"     7.06"	"     3.02"	"     2.39"	"     2.76"	"     0.95"	"     0.86"	"     1.57"	"     3.64"	"     2.39"	"     4.28"	" 1.80"	" 2.05"	" 3.01"	" 2.01"	" 1.76"	" 1.91"	" 0.97"	" 0.90"	" 1.36"	" 2.21"	" 1.76"	" 2.40"	"Tery_2015"	"gene2031"	"CDS"	3143842	3144279	"-"	"CP000393.1"	"transposase%2C IS4 family"	"KEGG: ana:all2152 transposase"	"NCBI_GP:ABG51263.1"
"Tery_0383"	60.6216953042948	68.9577049648513	47.854811553687	56.7165597337897	-0.526542177908386	0.192977018742951	-2.7285227087571	0.0063618709708542	0.0478032173884745	35	61	56	45	91	74	78	96	49	68	76	31	"     9.70"	"     9.54"	"    10.41"	"    15.08"	"    15.52"	"    13.64"	"    14.86"	"    13.81"	"    12.80"	"    12.38"	"    13.98"	"     8.85"	" 3.42"	" 3.40"	" 3.51"	" 4.01"	" 4.05"	" 3.87"	" 3.99"	" 3.89"	" 3.79"	" 3.74"	" 3.90"	" 3.30"	"Tery_0383"	"gene387"	"CDS"	595024	595416	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49851.1"
"Tery_2550"	37.2023920152215	30.4909643723095	55.6699925193477	32.1576467969193	0.870817581905945	0.319288355805408	2.72737030985455	0.00638413481393037	0.0478810111044778	61	46	56	30	35	36	15	44	23	40	30	25	"    16.90"	"     7.20"	"    10.41"	"    10.05"	"     5.97"	"     6.64"	"     2.86"	"     6.33"	"     6.01"	"     7.28"	"     5.52"	"     7.13"	" 4.16"	" 3.04"	" 3.51"	" 3.47"	" 2.80"	" 2.93"	" 1.95"	" 2.87"	" 2.81"	" 3.05"	" 2.70"	" 3.02"	"Tery_2550"	"gene2571"	"CDS"	3933098	3933889	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3163 hypothetical protein"	"NCBI_GP:ABG51751.1"
"Tery_1910"	1559.83596172631	1795.95548241995	1225.5335536887	1421.89932837662	-0.550204059261027	0.20204477827661	-2.72317881191549	0.00646570518435207	0.0484024857376076	771	1552	1629	1005	1668	1913	2343	2006	2006	1528	1713	1011	"   213.63"	"   242.85"	"   302.72"	"   336.74"	"   284.48"	"   352.61"	"   446.26"	"   288.48"	"   523.93"	"   278.19"	"   315.01"	"   288.49"	" 7.75"	" 7.93"	" 8.25"	" 8.40"	" 8.16"	" 8.47"	" 8.80"	" 8.18"	" 9.04"	" 8.13"	" 8.30"	" 8.18"	"Tery_1910"	"gene1922"	"CDS"	2958689	2958859	"-"	"CP000393.1"	"CAB/ELIP/HLIP-related protein"	"KEGG: ava:Ava_0175 CAB/ELIP/HLIP-related protein"	"NCBI_GP:ABG51165.1"
"Tery_2056"	164.794034847738	137.725246253891	197.420793745524	186.304853137648	0.513531852056191	0.188629615192301	2.72243492376668	0.00648027950122509	0.0484214193214216	144	269	217	86	226	139	149	210	75	176	235	141	"    39.90"	"    42.09"	"    40.33"	"    28.82"	"    38.54"	"    25.62"	"    28.38"	"    30.20"	"    19.59"	"    32.04"	"    43.21"	"    40.23"	" 5.35"	" 5.43"	" 5.37"	" 4.90"	" 5.31"	" 4.73"	" 4.88"	" 4.96"	" 4.36"	" 5.05"	" 5.47"	" 5.37"	"Tery_2056"	"gene2072"	"CDS"	3207590	3209005	"+"	"CP000393.1"	"protein of unknown function DUF224%2C cysteine-rich region"	"PFAM: 4Fe-4S ferredoxin%2C iron-sulfur binding protein of unknown function DUF224%2C cysteine-rich region~KEGG: ava:Ava_4555 hypothetical protein"	"InterPro:IPR001450,InterPro:IPR004017,NCBI_GP:ABG51297.1"
"Tery_3886"	2517.37308557556	2735.97608485038	2223.83352015302	2373.70665244846	-0.298155545621801	0.109549583307007	-2.72164928994969	0.00649570378288146	0.0484466219057208	1571	3021	2528	1676	2870	3264	3282	3631	2299	2755	2431	1832	"   435.29"	"   472.71"	"   469.78"	"   561.57"	"   489.48"	"   601.64"	"   625.11"	"   522.16"	"   600.45"	"   501.57"	"   447.04"	"   522.76"	" 8.77"	" 8.89"	" 8.88"	" 9.14"	" 8.94"	" 9.24"	" 9.29"	" 9.03"	" 9.23"	" 8.97"	" 8.81"	" 9.03"	"Tery_3886"	"gene3924"	"CDS"	6010625	6011098	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_2074 hypothetical protein"	"NCBI_GP:ABG52923.1"
